# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "1" "-t" "exon" "-g" "Parent" "-a" "../Reference_Data/PlasmoDB-41_Pfalciparum3D7.gff" "-o" "vehicle_drug_feature_counts_exons.txt" "-p" "vehicle_rep1.bam" "vehicle_rep2.bam" "drug_rep1.bam" "drug_rep2.bam" 
Geneid	Chr	Start	End	Strand	Length	vehicle_rep1.bam	vehicle_rep2.bam	drug_rep1.bam	drug_rep2.bam
PF3D7_0804800.1	Pf3D7_08_v3	278381	279034	+	654	273	214	167	191
PF3D7_1034800.1	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1380028;1380220;1380444;1380681;1380913;1381098;1381251;1381419;1381581;1381827;1382058;1382211	1380080;1380327;1380588;1380814;1381000;1381161;1381300;1381469;1381693;1381919;1382130;1382249	+;+;+;+;+;+;+;+;+;+;+;+	1011	123	226	180	206
PF3D7_1407900.1	Pf3D7_14_v3	288297	289655	+	1359	531	380	443	547
PF3D7_1254200.1	Pf3D7_12_v3;Pf3D7_12_v3	2207830;2208114	2207883;2209115	+;+	1056	1	0	4	7
PF3D7_0218100.1	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	741014;741954;742153;742341	741831;742018;742218;742459	+;+;+;+	1068	62	57	43	52
PF3D7_1428700.1	Pf3D7_14_v3	1129470	1130771	-	1302	152	138	163	156
PF3D7_1462000.1	Pf3D7_14_v3	2518392	2518757	-	366	0	1	0	2
PF3D7_0826100.1	Pf3D7_08_v3	1113369	1139144	-	25776	623	298	492	597
PF3D7_API03600.1	Pf3D7_API_v3	10596	12899	+	2304	0	0	0	0
PF3D7_1222000.1	Pf3D7_12_v3	876916	878625	-	1710	14	33	28	25
PF3D7_0807600.1	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	389596;389766;393583;393956	389631;393181;393831;394259	-;-;-;-	4005	401	320	452	554
PF3D7_1023600.1	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	987358;987663;988129;989033;989617;989834;989973;990125	987414;987826;988837;989435;989725;989870;990008;990148	-;-;-;-;-;-;-;-	1539	22	18	25	17
PF3D7_1141600.1	Pf3D7_11_v3	1668302	1669081	-	780	81	93	62	68
PF3D7_0520900.1	Pf3D7_05_v3	857038	858477	+	1440	6654	7037	4086	4367
PF3D7_1104600.1	Pf3D7_11_v3	202330	204261	+	1932	2	3	3	7
PF3D7_1469400.1	Pf3D7_14_v3	2845203	2846516	+	1314	94	75	93	139
PF3D7_1400800.1	Pf3D7_14_v3;Pf3D7_14_v3	27321;28360	28202;28428	-;-	951	0	0	0	0
PF3D7_0712900.1	Pf3D7_07_v3;Pf3D7_07_v3	590326;592388	591558;597733	-;-	6579	2	4	4	3
PF3D7_0724100.1	Pf3D7_07_v3;Pf3D7_07_v3	1013295;1015204	1015060;1016449	-;-	3012	543	757	691	798
PF3D7_0804100.1	Pf3D7_08_v3	239057	239141	+	85	0	0	0	0
PF3D7_1215300.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	629009;629318;629665	629185;629449;629667	-;-;-	312	194	221	142	146
PF3D7_0105600.1	Pf3D7_01_v3;Pf3D7_01_v3;Pf3D7_01_v3	230289;231631;234260	231382;234068;234402	-;-;-	3675	43	47	57	70
PF3D7_API05000.1	Pf3D7_API_v3	26791	26864	-	74	0	0	0	0
PF3D7_1010800.1	Pf3D7_10_v3	424866	425765	-	900	88	72	55	54
PF3D7_1417000.1	Pf3D7_14_v3	688592	689740	+	1149	2	1	1	1
PF3D7_0419900.1	Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3	878022;878164;878487;893228;893476;893734	878057;878285;893074;893351;893580;893866	+;+;+;+;+;+	15108	441	342	505	598
PF3D7_1350900.1	Pf3D7_13_v3	2027073	2028638	-	1566	4	5	147	161
PF3D7_1347500.1	Pf3D7_13_v3;Pf3D7_13_v3	1897983;1898826	1898564;1899362	-;-	1119	5190	5684	5096	5309
PF3D7_0815200.1	Pf3D7_08_v3	717113	719746	+	2634	2377	2549	1981	2258
PF3D7_1321400.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	887271;887475;887830;888053;888188;888348;888531;888776;889047;889293;889431;889637	887322;887595;887943;888099;888241;888435;888639;888849;889189;889341;889458;889699	+;+;+;+;+;+;+;+;+;+;+;+	942	55	94	91	110
PF3D7_1438800.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	1571039;1572674;1573154;1573565	1572044;1572994;1573329;1574161	+;+;+;+	2100	3	10	6	7
PF3D7_0602200.1	Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3	97890;98624;98850	98428;98741;98951	+;+;+	759	150	90	178	231
PF3D7_1332900.1	Pf3D7_13_v3	1350042	1353860	-	3819	817	620	507	609
PF3D7_1343300.1	Pf3D7_13_v3	1707731	1710679	-	2949	745	824	1016	1153
PF3D7_0922300.1	Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3	905998;906386;906533;906630;906800;906983;907106;907276;907557;907895;908064;908299	906137;906435;906536;906676;906888;907017;907151;907432;907714;907945;908175;908357	+;+;+;+;+;+;+;+;+;+;+;+	948	18	15	7	4
PF3D7_1007800.1	Pf3D7_10_v3	311397	314516	-	3120	4	9	12	14
PF3D7_1417300.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	709670;713042;713266	712900;713141;713309	+;+;+	3375	43	36	28	42
PF3D7_1106400.1	Pf3D7_11_v3	267547	267897	+	351	38	57	24	42
PF3D7_1025100.1	Pf3D7_10_v3	1052844	1055333	+	2490	363	412	451	491
PF3D7_1442700.1	Pf3D7_14_v3;Pf3D7_14_v3	1742113;1742311	1742168;1749790	+;+	7536	60	56	44	49
PF3D7_0609600.1	Pf3D7_06_v3;Pf3D7_06_v3	408041;411493	411304;412002	+;+	3774	1	0	0	0
PF3D7_1027800.1	Pf3D7_10_v3	1153271	1154431	-	1161	5958	5897	3542	3450
PF3D7_1040900.1	Pf3D7_10_v3;Pf3D7_10_v3	1628914;1629157	1628982;1630023	+;+	936	0	1	0	1
PF3D7_1455600.1	Pf3D7_14_v3	2271529	2277243	-	5715	56	62	46	40
PF3D7_0114300.1	Pf3D7_01_v3;Pf3D7_01_v3;Pf3D7_01_v3	552640;552906;553108	552708;553106;553797	+;+;+	960	194	87	77	73
PF3D7_1357500.1	Pf3D7_13_v3	2281492	2284212	+	2721	253	238	313	336
PF3D7_0832250.1	Pf3D7_08_v3;Pf3D7_08_v3	1394403;1394624	1394622;1394886	+;+	483	0	0	0	2
PF3D7_0721900.1	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	939715;939916;940132	939784;939963;940250	-;-;-	237	185	219	162	138
PF3D7_0825600.1	Pf3D7_08_v3	1100816	1101073	-	258	54	54	23	30
PF3D7_0915100.1	Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3	643232;643476;643669;643897	643360;643558;643789;644043	-;-;-;-	480	246	278	284	369
PF3D7_1212300.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	543518;543756;544004;544359;544934;545455;547752;548084;548373	543611;543857;544219;544638;545259;547656;547986;548224;548532	+;+;+;+;+;+;+;+;+	3756	163	140	145	199
PF3D7_0702100.1	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	88685;89056;89949	88870;89947;90886	+;+;+	2016	13	16	163	244
PF3D7_0719000.1	Pf3D7_07_v3	838135	838596	+	462	148	204	126	126
PF3D7_1131100.1	Pf3D7_11_v3	1195988	1198309	-	2322	39	51	95	93
PF3D7_0907200.1	Pf3D7_09_v3	345892	349293	+	3402	127	114	182	218
PF3D7_0917500.1	Pf3D7_09_v3	726703	728748	+	2046	352	418	197	264
PF3D7_0616400.1	Pf3D7_06_v3	678387	683429	+	5043	45	35	15	23
PF3D7_0922500.1	Pf3D7_09_v3	913230	914480	+	1251	2402	1339	1600	1742
PF3D7_0808300.1	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	421493;421791;422013	421506;421865;422640	+;+;+	717	178	115	171	231
PF3D7_1353800.1	Pf3D7_13_v3;Pf3D7_13_v3	2151402;2151843	2151611;2152373	-;-	741	766	1047	678	709
PF3D7_1325600.1	Pf3D7_13_v3;Pf3D7_13_v3	1067097;1067320	1067156;1067685	+;+	426	119	101	49	49
PF3D7_0729400.1	Pf3D7_07_v3	1252847	1254097	+	1251	81	80	117	170
PF3D7_1339900.1	Pf3D7_13_v3	1598401	1601178	+	2778	182	220	111	113
PF3D7_0529600.1	Pf3D7_05_v3	1208390	1208462	+	73	0	0	0	0
PF3D7_0313800.1	Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3	559334;559838;560209;560470;560708;562046;562195	559615;560035;560313;560545;561919;562099;562253	+;+;+;+;+;+;+	1986	120	86	90	106
PF3D7_1149300.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	1982354;1982515;1984173	1982410;1984065;1984247	+;+;+	1683	11	7	90	101
PF3D7_1252300.1	Pf3D7_12_v3;Pf3D7_12_v3	2128400;2128568	2128438;2128786	-;-	258	313	153	487	537
PF3D7_0936400.1	Pf3D7_09_v3;Pf3D7_09_v3	1440783;1441090	1440856;1441660	+;+	645	0	0	0	0
PF3D7_API01000.1	Pf3D7_API_v3	1407	1479	+	73	0	0	0	0
PF3D7_1413000.1	Pf3D7_14_v3	523890	525305	-	1416	0	1	2	0
PF3D7_0104300.1	Pf3D7_01_v3;Pf3D7_01_v3;Pf3D7_01_v3	190269;197550;200891	197316;200661;201230	+;+;+	10500	395	285	665	847
PF3D7_0819000.1	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	863505;864312;866707;866925;867803	864138;866588;866794;867532;868137	-;-;-;-;-	3942	163	156	123	149
PF3D7_1038600.1	Pf3D7_10_v3;Pf3D7_10_v3	1551497;1552969	1552849;1553172	-;-	1557	0	0	13	19
PF3D7_1200800.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	68808;69063;70768	68885;70613;70842	-;-;-	1704	27	38	192	243
PF3D7_0507000.1	Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3	292696;293111;293371	292799;293220;293474	-;-;-	318	21	23	22	8
PF3D7_1347600.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	1902723;1903060;1903325;1903509;1903848;1904008;1904169;1904329;1904514;1904659;1904823;1904980;1905163;1905294	1902777;1903157;1903363;1903665;1903885;1904038;1904212;1904396;1904550;1904719;1904867;1905044;1905196;1905355	+;+;+;+;+;+;+;+;+;+;+;+;+;+	834	39	54	15	18
PF3D7_1025200.1	Pf3D7_10_v3	1055744	1057030	-	1287	83	56	43	52
PF3D7_1408800.1	Pf3D7_14_v3;Pf3D7_14_v3	349359;350356	350192;350415	+;+	894	0	0	1	0
PF3D7_1347000.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	1882964;1883395;1883555;1883883;1884170;1884360;1884691	1883191;1883465;1883717;1884007;1884233;1884544;1884946	-;-;-;-;-;-;-	1092	13	33	7	16
PF3D7_0627000.1	Pf3D7_06_v3	1084508	1084840	-	333	0	1	0	0
PF3D7_0720000.1	Pf3D7_07_v3;Pf3D7_07_v3	876795;877400	877281;877500	+;+	588	158	224	119	115
PF3D7_0723700.1	Pf3D7_07_v3	988145	991243	+	3099	40	38	105	144
PF3D7_0932700.1	Pf3D7_09_v3	1298865	1302575	-	3711	25	33	15	16
PF3D7_1219300.1	Pf3D7_12_v3;Pf3D7_12_v3	766654;768756	767982;774197	-;-	6771	68	30	35	37
PF3D7_0626800.1	Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3	1078995;1079470;1080687	1079178;1080187;1081320	+;+;+	1536	9809	8043	4953	4878
PF3D7_0618000.1	Pf3D7_06_v3	758609	760996	+	2388	40	39	32	67
PF3D7_1026500.1	Pf3D7_10_v3	1112423	1112635	-	213	16	19	26	20
PF3D7_0212900.1	Pf3D7_02_v3	533253	534350	+	1098	525	645	546	536
PF3D7_0623600.1	Pf3D7_06_v3;Pf3D7_06_v3	956765;958626	958481;958756	+;+	1848	506	381	390	521
PF3D7_0512600.1	Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3	544540;544791;545126;545312;545507;545714	544553;544863;545221;545375;545582;545993	+;+;+;+;+;+	603	396	549	596	577
PF3D7_0104400.1	Pf3D7_01_v3	202536	204143	+	1608	349	488	366	377
PF3D7_0209200.1	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	384865;385079;385368;385556;385752;386031;386224;386448	384984;385204;385427;385644;385869;386133;386302;386580	-;-;-;-;-;-;-;-	828	231	215	213	258
PF3D7_1402300.1	Pf3D7_14_v3	85883	87883	-	2001	436	415	194	278
PF3D7_0618100.1	Pf3D7_06_v3	761939	764170	+	2232	52	56	36	47
PF3D7_0425700.1	Pf3D7_04_v3;Pf3D7_04_v3	1152504;1153580	1153424;1153633	-;-	975	0	0	2	1
PF3D7_1223400.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	941125;944949;945449;945926;946392;946620	944802;945251;945802;946233;946479;946745	+;+;+;+;+;+	4857	1032	955	1007	1248
PF3D7_0425100.1	Pf3D7_04_v3;Pf3D7_04_v3	1134415;1135098	1134954;1135175	-;-	618	1	0	26	30
PF3D7_0715700.1	Pf3D7_07_v3	694523	694882	+	360	32	62	43	28
PF3D7_1135300.1	Pf3D7_11_v3	1381015	1382244	-	1230	19	23	13	13
PF3D7_1003700.1	Pf3D7_10_v3	166743	170669	-	3927	47	69	103	113
PF3D7_1251200.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	2092087;2092263;2092549	2092120;2092354;2094231	+;+;+	1809	139	232	288	250
PF3D7_1449000.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	2004406;2005062;2005351	2004897;2005210;2005456	-;-;-	747	6	9	5	2
PF3D7_1345700.1	Pf3D7_13_v3	1828283	1829689	-	1407	787	889	657	713
PF3D7_0920200.1	Pf3D7_09_v3	827730	830681	-	2952	189	251	270	229
PF3D7_0928500.1	Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3	1146239;1146531;1146750;1147114	1146391;1146648;1146859;1147197	-;-;-;-	465	20	21	33	38
PF3D7_0606000.1	Pf3D7_06_v3	250612	253803	-	3192	138	118	319	450
PF3D7_1303300.1	Pf3D7_13_v3	162917	163879	+	963	31	23	22	26
PF3D7_1356800.1	Pf3D7_13_v3	2249587	2261721	+	12135	34	21	14	30
PF3D7_1124700.1	Pf3D7_11_v3;Pf3D7_11_v3	974493;974664	974523;975538	-;-	906	198	173	125	126
PF3D7_1235700.1	Pf3D7_12_v3	1487084	1488691	+	1608	886	1169	774	775
PF3D7_1121100.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	794254;795631;799004;799555	795459;798823;799232;799561	-;-;-;-	4635	125	105	130	138
PF3D7_1040500.1	Pf3D7_10_v3;Pf3D7_10_v3	1615804;1616072	1615857;1617070	+;+	1053	30	31	18	25
PF3D7_0220600.1	Pf3D7_02_v3;Pf3D7_02_v3	831189;831424	831284;832005	+;+	678	122	80	399	548
PF3D7_1029700.1	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1208198;1210471;1210849	1210213;1210719;1210914	-;-;-	2331	1	30	24	19
PF3D7_0933800.1	Pf3D7_09_v3	1335740	1337947	+	2208	8	9	11	12
PF3D7_0827500.1	Pf3D7_08_v3	1186175	1187125	+	951	146	179	177	185
PF3D7_1001000.1	Pf3D7_10_v3;Pf3D7_10_v3	63152;63409	63223;64032	+;+	696	125	95	115	149
PF3D7_1023400.1	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	985350;985536;986027;986201;986503;986760;986956	985425;985575;986066;986420;986604;986836;986988	+;+;+;+;+;+;+	588	116	121	82	108
PF3D7_1303600.1	Pf3D7_13_v3;Pf3D7_13_v3	178783;179237	179049;179353	+;+	384	21	22	19	22
PF3D7_1031000.1	Pf3D7_10_v3	1253417	1254070	-	654	20	60	13	12
PF3D7_0527900.1	Pf3D7_05_v3	1153676	1155673	+	1998	153	181	234	217
PF3D7_0513600.1	Pf3D7_05_v3;Pf3D7_05_v3	574941;575870	575646;578505	-;-	3342	1586	1672	1914	1968
PF3D7_0115500.1	Pf3D7_01_v3;Pf3D7_01_v3	600692;601258	601255;601992	+;+	1299	0	0	0	0
PF3D7_0315900.1	Pf3D7_03_v3;Pf3D7_03_v3	644186;644753	644503;645268	+;+	834	4	9	2	2
PF3D7_0718400.1	Pf3D7_07_v3;Pf3D7_07_v3	822438;822809	822620;823015	+;+	390	283	365	601	617
PF3D7_1464200.1	Pf3D7_14_v3;Pf3D7_14_v3	2598842;2599903	2599803;2599954	-;-	1014	29	25	45	55
PF3D7_1430400.1	Pf3D7_14_v3	1201748	1204339	+	2592	23	21	40	31
PF3D7_1225700.1	Pf3D7_12_v3	1039410	1043915	-	4506	105	57	80	112
PF3D7_0426000.1	Pf3D7_04_v3;Pf3D7_04_v3	1173053;1175160	1174435;1180226	-;-	6450	1	5	2	5
PF3D7_1301100.1	Pf3D7_13_v3;Pf3D7_13_v3	68484;69280	69185;69411	-;-	834	0	0	0	0
PF3D7_0522200.1	Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3	901414;901633;901880;902072	901482;901740;901951;902173	+;+;+;+	351	128	132	105	128
PF3D7_0301200.1	Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3	78195;78503;80196	78275;80056;80393	-;-;-	1833	5	3	19	18
PF3D7_1345500.1	Pf3D7_13_v3	1823190	1824026	+	837	54	72	73	94
PF3D7_0518200.1	Pf3D7_05_v3	758503	758898	-	396	319	347	224	215
PF3D7_1102800.1	Pf3D7_11_v3	131703	131987	-	285	368	307	930	1031
PF3D7_1235000.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	1459834;1460419;1461240	1460299;1461061;1461486	+;+;+	1356	18	72	66	70
PF3D7_1128100.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	1094909;1095313;1095815	1095159;1095691;1095931	-;-;-	747	461	413	288	341
PF3D7_1418700.1	Pf3D7_14_v3	780916	781034	+	119	0	0	0	0
PF3D7_0809500.1	Pf3D7_08_v3	478512	478826	-	315	62	45	43	53
PF3D7_0614600.1	Pf3D7_06_v3	609258	611102	-	1845	5	0	2	5
PF3D7_0215500.1	Pf3D7_02_v3	640400	642694	+	2295	133	122	161	204
PF3D7_0208900.1	Pf3D7_02_v3	360828	368354	+	7527	5	9	10	12
PF3D7_1228300.1	Pf3D7_12_v3;Pf3D7_12_v3	1148111;1151233	1151055;1151461	+;+	3174	453	395	326	367
PF3D7_1210200.1	Pf3D7_12_v3	458677	461679	-	3003	1	0	2	3
PF3D7_API03400.1	Pf3D7_API_v3	10127	10197	+	71	0	0	0	0
PF3D7_1340400.1	Pf3D7_13_v3;Pf3D7_13_v3	1610715;1611864	1611746;1611989	-;-	1158	0	4	0	0
PF3D7_0201300.1	Pf3D7_02_v3;Pf3D7_02_v3	66529;66697	66597;67545	+;+	918	0	0	0	0
PF3D7_1148700.1	Pf3D7_11_v3;Pf3D7_11_v3	1934333;1935511	1935373;1935582	-;-	1113	73	18	318	406
PF3D7_1247700.1	Pf3D7_12_v3	1964862	1966025	-	1164	10	21	20	25
PF3D7_0305700.1	Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3	278956;279288;279820	279105;279557;279828	-;-;-	429	586	703	522	539
PF3D7_1148200.1	Pf3D7_11_v3	1920268	1920811	+	544	5	4	6	11
PF3D7_0626600.1	Pf3D7_06_v3	1073458	1073895	-	438	32	43	12	19
PF3D7_0304500.1	Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3	219117;219431;219660	219320;219529;219872	-;-;-	516	122	112	85	145
PF3D7_0930200.1	Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3	1195693;1196110;1196841;1197321;1198174	1195924;1196626;1197016;1198026;1198462	-;-;-;-;-	1920	19	45	8	12
PF3D7_1351400.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2052108;2052333;2053082	2052147;2052601;2053384	+;+;+	612	3036	3296	1302	1494
PF3D7_0110400.1	Pf3D7_01_v3;Pf3D7_01_v3	393875;394669	394457;394835	-;-	750	212	223	276	267
PF3D7_1354300.1	Pf3D7_13_v3;Pf3D7_13_v3	2164239;2164575	2164456;2167416	-;-	3060	239	188	458	611
PF3D7_1432200.1	Pf3D7_14_v3;Pf3D7_14_v3	1263826;1266852	1266678;1269011	+;+	5013	40	52	29	24
PF3D7_0511300.1	Pf3D7_05_v3;Pf3D7_05_v3	474487;478833	478690;478882	-;-	4254	66	32	34	64
PF3D7_1200600.1	Pf3D7_12_v3;Pf3D7_12_v3	46788;48802	47954;56805	-;-	9171	0	1	1	1
PF3D7_1417600.1	Pf3D7_14_v3	730694	744682	-	13989	164	122	372	427
PF3D7_0620100.1	Pf3D7_06_v3;Pf3D7_06_v3	845660;845844	845738;846157	+;+	393	74	116	115	125
PF3D7_1034500.1	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	1370731;1370899;1374950;1375135;1375298;1375530;1375698;1376000	1370770;1374814;1375036;1375187;1375400;1375586;1375845;1376131	+;+;+;+;+;+;+;+	4536	202	172	174	237
PF3D7_0532700.1	Pf3D7_05_v3;Pf3D7_05_v3	1322400;1322785	1322783;1323249	-;-	849	0	0	0	0
PF3D7_1458000.1	Pf3D7_14_v3	2387786	2389495	+	1710	155	150	169	195
PF3D7_1309100.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	418820;419275;419963	418999;419424;420121	+;+;+	489	2145	1939	705	779
PF3D7_0519800.1	Pf3D7_05_v3;Pf3D7_05_v3	820719;821525	821341;822908	-;-	2007	240	194	391	532
PF3D7_0408300.1	Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3	403626;404363;404766;404999;405345	404254;404635;404836;405038;405366	-;-;-;-;-	1035	223	174	307	320
PF3D7_0825900.1	Pf3D7_08_v3	1106048	1107961	+	1914	6	2	2	16
PF3D7_1005000.1	Pf3D7_10_v3	225456	227705	-	2250	52	100	37	62
PF3D7_1103400.1	Pf3D7_11_v3	146427	150815	+	4389	163	141	179	276
PF3D7_1464000.1	Pf3D7_14_v3	2592002	2594119	-	2118	259	263	497	712
PF3D7_1478900.1	Pf3D7_14_v3	3247032	3251019	+	3988	320	359	324	356
PF3D7_0314500.1	Pf3D7_03_v3;Pf3D7_03_v3	584226;584449	584255;585168	+;+	750	132	140	134	164
PF3D7_0926700.1	Pf3D7_09_v3	1089911	1092430	+	2520	491	478	213	249
PF3D7_1353500.1	Pf3D7_13_v3	2144125	2145105	+	981	104	82	74	88
PF3D7_1211800.1	Pf3D7_12_v3;Pf3D7_12_v3	526109;526663	526136;527780	+;+	1146	2410	3186	3648	3585
PF3D7_1208200.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	376552;377037;377277	376814;377144;387483	+;+;+	10578	16	10	6	4
PF3D7_0632000.1	Pf3D7_06_v3;Pf3D7_06_v3	1336146;1336415	1336199;1337473	+;+	1113	1	0	2	3
PF3D7_0316500.1	Pf3D7_03_v3	667006	668391	+	1386	129	131	95	109
PF3D7_1251500.1	Pf3D7_12_v3	2099852	2101969	+	2118	105	75	175	202
PF3D7_API02600.1	Pf3D7_API_v3	7147	7545	+	399	0	0	0	0
PF3D7_0709100.1	Pf3D7_07_v3	408215	411961	+	3747	758	806	728	711
PF3D7_0115200.1	Pf3D7_01_v3;Pf3D7_01_v3	591849;592135	591902;593187	+;+	1107	0	0	1	0
PF3D7_0305900.1	Pf3D7_03_v3	285579	286112	-	534	29	44	10	8
PF3D7_1450300.1	Pf3D7_14_v3	2056641	2059238	+	2598	46	75	50	64
PF3D7_0614800.1	Pf3D7_06_v3	615297	616610	-	1314	220	147	162	233
PF3D7_1011400.1	Pf3D7_10_v3	441140	441955	-	816	319	370	248	254
PF3D7_0933900.1	Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3	1338175;1338916;1339078;1339263	1338765;1338962;1339159;1339295	-;-;-;-	753	243	224	236	303
PF3D7_1117200.1	Pf3D7_11_v3;Pf3D7_11_v3	654762;655100	654906;660420	+;+	5466	21	53	66	60
PF3D7_1335600.1	Pf3D7_13_v3;Pf3D7_13_v3	1454507;1454824	1454690;1455875	+;+	1236	40	50	22	18
PF3D7_0504600.1	Pf3D7_05_v3	177410	178555	+	1146	178	344	274	241
PF3D7_1350200.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2009477;2009655;2009878;2010234	2009495;2009779;2009967;2010281	-;-;-;-	282	184	229	157	127
PF3D7_0320400.1	Pf3D7_03_v3	848247	857504	-	9258	6	4	30	40
PF3D7_0932300.1	Pf3D7_09_v3	1289315	1291027	-	1713	542	550	211	230
PF3D7_1012400.1	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	475327;476246;476547	475911;476339;476563	-;-;-	696	17501	26704	8380	8176
